'关于三台县产业扶贫重点工作责任分工的通知',中共绵阳市三台县委农村工作领导小组,2017-03-27,现行有效,团体规定
'关于推进“5+1”产业金融体系建设的意见',四川省人民政府,2019-01-03,现行有效,地方政府规章及文件
'广安市人民政府办公室关于加快推进花椒产业持续健康发展的实施意见',广安市人民政府办公室,2018-11-26,现行有效,地方政府规章及文件
'绵阳市人民政府办公室关于加快推进农业供给侧结构性改革大力发展粮食产业经济的实施意见',绵阳市人民政府办公室,2018-11-13,现行有效,地方政府规章及文件
'金堂县人民政府办公室关于印发《关于促进金堂县建筑产业提质增效健康发展的实施方案》的通知',成都市金堂县人民政府办公室,2018-11-12,现行有效,地方政府规章及文件
'广安市人民政府关于进一步促进房地产业平稳健康发展的意见',广安市人民政府,2018-10-31,现行有效,地方政府规章及文件
'关于加快推进农业供给侧结构性改革大力发展粮食产业经济的实施意见',眉山市人民政府办公室,2018-10-22,现行有效,地方政府规章及文件
'南充市人民政府办公室关于加快推进农业供给侧结构性改革大力发展粮食产业经济的实施意见',南充市人民政府办公室,2018-10-12,现行有效,地方政府规章及文件
'德阳市人民政府办公室关于印发《德阳市加快推进农业供给侧结构性改革大力发展粮食产业经济实施方案》的通知',德阳市人民政府办公室,2018-09-27,现行有效,地方政府规章及文件
'广安市人民政府办公室关于加快推进竹产业转型发展的意见',广安市人民政府办公室,2018-09-12,现行有效,地方政府规章及文件
'关于印发《眉山市市级现代农业产业融合示范园区认定扶持办法》和《眉山市晚熟柑桔产业发展扶持办法》的通知',眉山市人民政府办公室,2018-09-10,现行有效,地方政府规章及文件
'关于推进花椒产业持续健康发展的实施意见',眉山市人民政府办公室,2018-09-05,现行有效,地方政府规章及文件
'雅安市人民政府办公室关于加快推进农业供给侧结构性改革大力发展粮食产业经济的实施意见',雅安市人民政府办公室,2018-08-22,现行有效,地方政府规章及文件
'自贡市人民政府办公室关于加快推进农业供给侧结构性改革大力发展粮食产业经济的实施意见',自贡市人民政府办公室,2018-08-21,现行有效,地方政府规章及文件
'德阳市人民政府办公室关于印发《德阳市轨道交通装备产业发展规划(2018-2025年)》的通知',德阳市人民政府办公室,2018-08-14,现行有效,地方政府规章及文件
'彭州市人民政府办公室关于印发彭州市房地产业发展五年规划(2017-2021年)的通知',彭州市人民政府办公室,2018-08-14,现行有效,地方政府规章及文件
'广安市人民政府办公室关于加快推进农业供给侧结构性改革大力发展粮食产业经济的实施意见',广安市人民政府办公室,2018-07-16,现行有效,地方政府规章及文件
'攀枝花市人民政府办公室关于转发市农牧局等部门《产业扶持政策资金管理实施细则》的通知',攀枝花市人民政府办公室,2018-07-10,现行有效,地方政府规章及文件
'达州市人民政府关于印发达州市中医药大健康产业发展三年攻坚计划(2018—2020年)的通知',达州市人民政府,2018-06-13,现行有效,地方政府规章及文件
'四川省人民政府办公厅关于推进花椒产业持续健康发展的意见',四川省人民政府办公厅,2018-05-30,现行有效,地方政府规章及文件
'南充市人民政府办公室关于印发《南充市重大工业产业发展扶持资金管理办法》的通知',南充市人民政府办公室,2018-05-28,现行有效,地方政府规章及文件
'隆昌市人民政府办公室关于印发加快隆昌市中药产业发展的实施意见',隆昌市人民政府办公室,2018-05-21,现行有效,地方政府规章及文件
'蒲江县人民政府关于印发成都(中德)职教创新集聚区产业扶持办法的通知',成都市蒲江县人民政府,2018-05-21,现行有效,地方政府规章及文件
'广元市人民政府办公室关于加快发展现代水产产业的实施意见',广元市人民政府办公室,2018-05-16,现行有效,地方政府规章及文件
'自贡市人民政府办公室印发关于以科技创新为核心推进航空产业发展的提案办理实施方案的通知',自贡市人民政府办公室,2018-05-10,现行有效,地方政府规章及文件
'关于实施“三百工程”强力推进晚熟柑桔产业发展的意见',眉山市人民政府,2018-03-23,现行有效,地方政府规章及文件
'凉山州人民政府关于抓好2018年马铃薯产业发展的意见',凉山彝族自治州人民政府,2018-03-07,现行有效,地方政府规章及文件
'广安市人民政府办公室关于加快现代水产产业发展的实施意见',广安市人民政府办公室,2018-03-02,现行有效,地方政府规章及文件
'德阳市人民政府办公室关于印发德阿产业园区灾后重建联席会议制度的通知',德阳市人民政府办公室,2018-02-05,现行有效,地方政府规章及文件
'内江市人民政府办公室关于加快内江市中药产业发展的实施意见',内江市人民政府办公室,2018-01-31,现行有效,地方政府规章及文件
'广元市人民政府关于进一步加快剑门关土鸡产业发展的意见',广元市人民政府,2018-01-29,现行有效,地方政府规章及文件
'四川省人民政府办公厅关于推进竹产业转型发展的意见',四川省人民政府办公厅,2018-01-25,现行有效,地方政府规章及文件
'关于印发《汇集创新资源推动四川产业发展三年行动计划》的通知',四川省经济和信息化委员会;四川省发展和改革委员会;四川省科学技术厅;四川省国防科学技术工业办公室;四川省知识产权局,2018-01-24,现行有效,地方政府规章及文件
'四川省人民政府办公厅关于同意建立加快发展康复辅助器具产业厅际联席会议制度的函',四川省人民政府办公厅,2018-01-23,现行有效,地方政府规章及文件
'彭州市人民政府办公室关于印发《彭州市人才公寓和产业园区配套住房租售管理办法(试行)》的通知',彭州市人民政府办公室,2018-01-12,已失效,地方政府规章及文件
'德阳市人民政府办公室关于印发德阳市中医药大健康产业“十三五”发展规划的通知',德阳市人民政府办公室,2017-12-29,现行有效,地方政府规章及文件
'达州市人民政府办公室关于印发达州市加快推进现代农业产业融合示范园区建设工作方案的通知',达州市人民政府办公室,2017-12-22,现行有效,地方政府规章及文件
'眉山市人民政府办公室关于推进全市蜂产业发展的实施意见',眉山市人民政府办公室,2017-12-19,现行有效,地方政府规章及文件
'德阳市旌阳区人民政府办公室关于印发《旌阳区现代农业产业融合示范园建设方案》的通知',德阳市旌阳区人民政府办公室,2017-12-06,现行有效,地方政府规章及文件
'关于印发《四川省“十三五”钒钛钢铁及稀土产业发展指南》的通知',四川省经济和信息化委员会,2017-11-10,现行有效,地方政府规章及文件
'宜宾市人民政府办公室关于印发宜宾市三江口中央商务区产业发展扶持政策的通知',宜宾市人民政府办公室,2017-10-25,现行有效,地方政府规章及文件
'宜宾市人民政府办公室关于印发宜宾市医药产业发展实施意见的通知',宜宾市人民政府办公室,2017-10-24,现行有效,地方政府规章及文件
'四川省林业厅关于转发《中共四川省委农村工作领导小组办公室关于印发<四川省大力发展生态康养产业实施方案(2018-2022)>的通知》的通知',四川省林业厅,2017-10-17,现行有效,地方政府规章及文件
'眉山市人民政府办公室关于印发《眉山市第三产业发展资金使用管理办法(试行)》的通知',眉山市人民政府办公室,2017-10-17,已失效,地方政府规章及文件
'德阳市人民政府办公室关于印发《支持电子信息产业发展若干政策》的通知',德阳市人民政府办公室,2017-10-15,现行有效,地方政府规章及文件
'雅安市人民政府办公室关于加快发展健身休闲产业的实施意见',雅安市人民政府办公室,2017-10-13,现行有效,地方政府规章及文件
'四川省人民政府办公厅关于加快发展现代水产产业的意见',四川省人民政府办公厅,2017-10-10,现行有效,地方政府规章及文件
'关于印发《四川省“十三五”产业技术创新规划指南》的通知',四川省经济和信息化委员会,2017-09-27,现行有效,地方政府规章及文件
'关于印发眉山市加快产业园区创新改革发展指导意见(2016—2020年)的通知',眉山市人民政府办公室,2017-09-22,现行有效,地方政府规章及文件
'青川县人民政府办公室印发《青川县产业准入负面清单》的通知',广元市青川县人民政府办公室,2017-09-22,现行有效,地方政府规章及文件
'关于印发《四川省“十三五”汽车产业发展指导意见》的通知',四川省经济和信息化委员会,2017-09-21,现行有效,地方政府规章及文件
'关于大力发展森林康养产业的意见',眉山市人民政府,2017-09-19,现行有效,地方政府规章及文件
'广安市人民政府办公室转发《四川省人民政府办公厅关于加快推进现代农业产业融合示范园区建设的意见》的通知',广安市人民政府办公室,2017-09-13,现行有效,地方政府规章及文件
'关于转发《农业部办公厅关于开展“互联网+”特色产业扶贫专题调研的通知》的通知',四川省农业厅,2017-09-05,现行有效,地方政府规章及文件
'广元市人民政府办公室关于印发《广元市笋用竹产业发展方案》的通知',广元市人民政府办公室,2017-08-22,现行有效,地方政府规章及文件
'广元市人民政府办公室关于印发《广元市推进油橄榄产业提质增效建设方案》的通知',广元市人民政府办公室,2017-08-22,现行有效,地方政府规章及文件
'广元市人民政府办公室关于印发《广元市环境保护与产业发展协同推进工作方案》的通知',广元市人民政府办公室,2017-08-21,现行有效,地方政府规章及文件
'关于认真贯彻落实《四川省人民政府办公厅关于加快推进现代农业产业融合示范园区建设的意见》的通知',四川省农业厅,2017-08-21,现行有效,地方政府规章及文件
'四川省人民政府办公厅关于加快推进现代农业产业融合示范园区建设的意见',四川省人民政府办公厅,2017-08-14,现行有效,地方政府规章及文件
'四川省人民政府关于加快康复辅助器具产业发展的实施意见',四川省人民政府,2017-08-14,现行有效,地方政府规章及文件
'广安市人民政府办公室关于印发广安市中医药大健康产业“十三五”发展规划的通知',广安市人民政府办公室,2017-08-07,现行有效,地方政府规章及文件
'四川省人民政府办公厅关于加快发展健身休闲产业的实施意见',四川省人民政府办公厅,2017-07-28,现行有效,地方政府规章及文件
'四川省国防科学技术工业办公室关于开展2017年军民融合产业发展项目检查的通知',四川省国防科学技术工业办公室,2017-07-27,现行有效,地方政府规章及文件
'德阳市人民政府办公室关于加快德阳市应急产业发展的实施意见',德阳市人民政府办公室,2017-07-21,现行有效,地方政府规章及文件
'成都市知识产权局印发关于创新要素供给培育产业生态提升国家中心城市产业能级知识产权政策措施的实施细则的通知',成都市知识产权局,2017-07-17,现行有效,地方政府规章及文件
'宜宾市人民政府办公室关于印发宜宾市节能环保产业发展专项支持政策的通知',宜宾市人民政府办公室,2017-07-13,现行有效,地方政府规章及文件
'关于印发《农业产业扶贫技术帮扶先进典型交流工作方案》的通知',四川省农业厅,2017-07-10,现行有效,地方政府规章及文件
'中共四川省委办公厅、四川省人民政府办公厅关于加强技能人才队伍建设大力培养高素质产业大军的意见',中共四川省委办公厅;四川省人民政府办公厅,2017-07-07,现行有效,地方政府规章及文件
'蒲江县人民政府关于印发促进三次产业发展若干意见的通知',成都市蒲江县人民政府,2017-07-02,已失效,地方政府规章及文件
'内江市人民政府办公室关于印发《内江市加快电子商务产业集群网状发展三年行动计划(2017—2019)》的通知',内江市人民政府办公室,2017-06-27,现行有效,地方政府规章及文件
'广元市人民政府办公室关于印发《广元市支持新能源汽车产业发展八条措施》的通知',广元市人民政府办公室,2017-06-27,现行有效,地方政府规章及文件
'广安市人民政府办公室转发《四川省人民政府办公厅关于支持返乡下乡人员创业创新促进农村一二三产业融合发展的实施意见》的通知',广安市人民政府办公室,2017-06-13,现行有效,地方政府规章及文件
'成都市林业和园林管理局关于印发成都市“6+1”现代林业产业示范基地2017年建设方案的通知',成都市林业和园林管理局,2017-06-09,现行有效,地方政府规章及文件
'关于药品上市许可持有人制度试点园区财政扶持医药产业发展的意见',眉山市人民政府,2017-06-06,已失效,地方政府规章及文件
'蒲江县人民政府关于印发蒲江县促进文化创意和旅游产业发展若干意见(试行)的通知',成都市蒲江县人民政府,2017-05-23,已失效,地方政府规章及文件
'四川省人民政府办公厅关于印发四川省中医药大健康产业“十三五”发展规划的通知',四川省人民政府办公厅,2017-05-04,现行有效,地方政府规章及文件
'四川省人民政府办公厅关于支持返乡下乡人员创业创新促进农村一二三产业融合发展的实施意见',四川省人民政府办公厅,2017-04-17,现行有效,地方政府规章及文件
'凉山州人民政府关于抓好2017年马铃薯产业发展的意见',凉山彝族自治州人民政府,2017-04-05,现行有效,地方政府规章及文件
'四川省人民政府办公厅关于促进医药产业健康发展的实施意见',四川省人民政府办公厅,2017-03-31,现行有效,地方政府规章及文件
'三台县广利乡人民政府关于推动藤椒产业发展的实施方案',绵阳市三台县广利乡人民政府,2017-03-14,现行有效,地方政府规章及文件
'宜宾市人民政府办公室关于印发宜宾市加快发展体育产业促进体育消费实施方案的通知',宜宾市人民政府办公室,2017-03-05,现行有效,地方政府规章及文件
'广安市人民政府办公室转发《四川省人民政府办公厅关于推进农村一二三产业融合发展实施意见》的通知',广安市人民政府办公室,2017-02-27,现行有效,地方政府规章及文件
'四川省人民政府办公厅关于印发做强做大四川盐产业实施方案的通知',四川省人民政府办公厅,2017-02-27,现行有效,地方政府规章及文件
'关于印发《四川省农业产业扶贫驻村农技员考核办法》《四川省农业产业扶贫驻村工作督查考核结果运用办法》的通知',四川省农业厅,2017-02-24,现行有效,地方政府规章及文件
'眉山市人民政府关于加快推进建筑产业现代化发展的实施意见',眉山市人民政府,2017-02-23,现行有效,地方政府规章及文件
'南充市人民政府办公室关于印发《南充市“十三五”新能源汽车产业发展规划(2016—2020年)》的通知',南充市人民政府办公室,2017-02-17,现行有效,地方政府规章及文件
'关于申报现代农业产业技术体系四川新增创新团队专家的通知',四川省农业厅,2017-02-10,现行有效,地方政府规章及文件
'四川省人民政府关于印发四川省“十三五”战略性新兴产业发展规划的通知',四川省人民政府,2017-02-08,现行有效,地方政府规章及文件
'四川省人民政府办公厅关于同意建立四川省推进农村一二三产业融合发展联席会议制度的函',四川省人民政府办公厅,2017-02-06,现行有效,地方政府规章及文件
'四川省人民政府办公厅关于印发四川省高新技术产业园区认定和管理办法的通知',四川省人民政府办公厅,2017-01-23,现行有效,地方政府规章及文件
'关于印发《兴攀产业发展基金管理办法》和《兴攀产业发展基金管理细则》的通知',攀枝花市人民政府办公室,2017-01-18,现行有效,地方政府规章及文件
'四川省人民政府办公厅关于印发四川省产业园区创新改革发展规划(2016—2020年)的通知',四川省人民政府办公厅,2016-12-30,现行有效,地方政府规章及文件
'关于印发《成都市促进军民融合产业加快发展的若干政策措施》实施细则的通知',成都市经济和信息化委员会;成都市财政局,2016-12-30,现行有效,地方政府规章及文件
'关于印发《〈成都市促进五大高端成长型产业发展的若干专项政策〉工业和信息化部分实施细则》的通知',成都市经济和信息化委员会;成都市财政局,2016-12-29,已失效,地方政府规章及文件
'雅安市人民政府关于加快电子商务产业发展的实施意见',雅安市人民政府,2016-12-27,现行有效,地方政府规章及文件
'四川省国防科学技术工业办公室关于加强省级军民结合产业发展专项资金产品技术开发项目实施情况信息报送工作的通知',四川省国防科学技术工业办公室,2016-12-27,现行有效,地方政府规章及文件
'德阳市旌阳区人民政府办公室关于印发《德阳市旌阳区贫困村贫困户产业扶持周转金管理实施细则》的通知',德阳市旌阳区人民政府办公室,2016-11-30,现行有效,地方政府规章及文件
'眉山市人民政府办公室关于印发眉山市竹编产业发展扶持专项资金使用管理办法的通知',眉山市人民政府办公室,2016-11-22,已失效,地方政府规章及文件
'关于印发《设立贫困村产业扶持基金的实施方案》的通知',绵阳市三台县紫河镇人民政府,2016-10-27,现行有效,地方政府规章及文件
'三台县林业局关于做好2016年省级财政现代林业产业发展资金项目实施工作的通知',绵阳市三台县林业局,2016-10-20,现行有效,地方政府规章及文件
'眉山市人民政府办公室关于印发眉山市竹编产业发展2016年度实施方案的通知',眉山市人民政府办公室,2016-09-02,现行有效,地方政府规章及文件
'邛崃市人民政府办公室关于印发《邛崃市关于支持白酒产业发展的十条措施(试行)》的通知',邛崃市人民政府办公室,2016-08-09,已失效,地方政府规章及文件
'达州市人民政府关于促进建筑业和房地产业持续健康发展的十条意见',达州市人民政府,2016-08-01,现行有效,地方政府规章及文件
'德阳市人民政府办公室关于印发德阳市加快推进四川德阳广告创意产业园建设促进广告产业发展若干扶持政策的通知',德阳市人民政府办公室,2016-07-06,现行有效,地方政府规章及文件
'关于印发《攀枝花市加快电子商务产业发展的工作方案》的通知',攀枝花市人民政府办公室,2016-06-29,现行有效,地方政府规章及文件
'雅安市人民政府办公室关于全面推进雅茶产业转型升级的意见',雅安市人民政府办公室,2016-06-28,现行有效,地方政府规章及文件
'关于印发《攀枝花市促进高新技术产业发展奖励办法》的通知',攀枝花市人民政府办公室,2016-06-17,现行有效,地方政府规章及文件
'德阳市人民政府办公室关于印发《德阳市医药产业发展规划》的通知',德阳市人民政府办公室,2016-06-17,现行有效,地方政府规章及文件
'德阳市旌阳区人民政府办公室关于印发《德阳市旌阳区促进旅游产业发展奖励补助政策规定》的通知',德阳市旌阳区人民政府办公室,2016-06-17,已失效,地方政府规章及文件
'德阳市人民政府关于加快推进德阳市石墨烯产业发展的实施意见',德阳市人民政府,2016-06-02,现行有效,地方政府规章及文件
'关于转发国家对软件和集成电路产业企业实施所得税优惠政策相关文件的通知',四川省经济和信息化委员会办公室,2016-05-23,现行有效,地方政府规章及文件
'广元市人民政府关于突破性发展肉牛羊产业的意见',广元市人民政府,2016-05-20,现行有效,地方政府规章及文件
'眉山市人民政府办公室关于加强文化产业统计工作的通知',眉山市人民政府办公室,2016-04-20,现行有效,地方政府规章及文件
'眉山市人民政府关于加快发展体育产业促进体育消费的实施意见',眉山市人民政府,2016-02-25,现行有效,地方政府规章及文件
'关于印发《绵阳市现代服务业重点产业及空间布局方案(2016-2020年)》的通知',绵阳市人民政府办公室,2016-02-02,现行有效,地方政府规章及文件
'达州市人民政府办公室关于进一步做大做强蔬菜产业的意见',达州市人民政府办公室,2016-02-01,已失效,地方政府规章及文件
'彭州市人民政府印发彭州市关于加快蔬菜全产业链发展实施方案的通知',彭州市人民政府,2016-01-29,现行有效,地方政府规章及文件
'广安市人民政府关于进一步促进房地产业平稳健康发展的通知',广安市人民政府,2016-01-08,已失效,地方政府规章及文件
'金堂县人民政府办公室关于印发《金堂县电子商务产业孵化中心专项优惠政策实施方案》的通知',成都市金堂县人民政府办公室,2016,现行有效,地方政府规章及文件
'金堂县人民政府办公室关于印发《成都市节能环保产业基地循环经济(余热利用)示范区规划》的通知',成都市金堂县人民政府办公室,2016,现行有效,地方政府规章及文件
'广元市人民政府关于加快发展体育产业促进体育消费的实施意见',广元市人民政府,2015-12-24,现行有效,地方政府规章及文件
'广元市人民政府办公室关于进一步加快能源化工产业发展的通知',广元市人民政府办公室,2015-12-17,现行有效,地方政府规章及文件
'眉山市人民政府办公室关于印发眉山岷江现代农业示范园区产业发展扶持资金管理办法的通知',眉山市人民政府办公室,2015-12-03,现行有效,地方政府规章及文件
'宜宾市人民政府办公室关于印发《宜宾市电子商务产业发展规划(2015—2020)》的通知',宜宾市人民政府办公室,2015-12-03,现行有效,地方政府规章及文件
'关于印发《创建四川省新型工业化产业示范基地和特色产业基地管理办法》的通知',四川省经济和信息化委员会,2015-11-19,已失效,地方政府规章及文件
'德阳市人民政府关于加快发展体育产业促进体育消费的贯彻意见',德阳市人民政府,2015-11-18,现行有效,地方政府规章及文件
'关于贯彻落实《四川省促进云计算创新发展培育信息产业新业态分工方案》的通知',四川省经济和信息化委员会办公室,2015-11-11,现行有效,地方政府规章及文件
'雅安市人民政府办公室关于印发雅安市留存电量价格政策扶持产业重建实施办法的通知',雅安市人民政府办公室,2015-10-19,现行有效,地方政府规章及文件
'广元市人民政府办公室关于促进电子商务产业发展支持政策的实施意见',广元市人民政府办公室,2015-09-28,已失效,地方政府规章及文件
'广安市人民政府办公室关于加快高新技术产业发展的意见',广安市人民政府办公室,2015-09-06,现行有效,地方政府规章及文件
'宜宾市人民政府关于加快牛羊产业发展的意见',宜宾市人民政府,2015-08-10,现行有效,地方政府规章及文件
'凉山州人民政府关于促进我州房地产业平稳健康发展的通知',凉山彝族自治州人民政府,2015-07-14,现行有效,地方政府规章及文件
'广安市人民政府办公室关于印发2015年广安市电子商务产业发展实施方案的通知',广安市人民政府办公室,2015-07-10,现行有效,地方政府规章及文件
'凉山州人民政府关于支持新能源产业加快发展的实施意见',凉山彝族自治州人民政府,2015-06-24,现行有效,地方政府规章及文件
'广安市人民政府办公室关于做好2015年新型住宅制造(房地产)产业发展工作的通知',广安市人民政府办公室,2015-06-19,已失效,地方政府规章及文件
'巴中市人民政府关于进一步转变财政支持产业发展方式的意见',巴中市人民政府,2015-06-12,现行有效,地方政府规章及文件
'凉山州人民政府办公室关于印发推进文化创意和设计服务与相关产业融合发展专项行动计划(2014—2020年)的通知',凉山彝族自治州人民政府办公室,2015-05-21,现行有效,地方政府规章及文件
'关于印发《攀枝花市推进文化创意和设计服务与相关产业融合发展专项行动计划(2014～2020年)》的通知',攀枝花市人民政府办公室,2015-04-24,现行有效,地方政府规章及文件
'蒲江县人民政府办公室关于加强茶叶、猕猴桃、柑橘“三大产业”质量安全监管的实施意见',成都市蒲江县人民政府办公室,2015-04-24,现行有效,地方政府规章及文件
'眉山市人民政府办公室关于印发眉山市人民政府第三产业办公室主要职责内设机构和人员编制规定的通知',眉山市人民政府办公室,2015-04-21,现行有效,地方政府规章及文件
'凉山州人民政府关于抓好2015年马铃薯产业发展的意见',凉山彝族自治州人民政府,2015-04-08,现行有效,地方政府规章及文件
'广元市人民政府关于加快农业优势特色产业发展的意见',广元市人民政府,2015-03-16,现行有效,地方政府规章及文件
'金堂县人民政府办公室关于印发金堂县加快重大项目引进促进产业转型升级实施意见的通知',成都市金堂县人民政府办公室,2015,已失效,地方政府规章及文件
'眉山市人民政府办公室关于扶持眉山经济开发区新区(西部药谷)医药产业发展的意见(试行)',眉山市人民政府办公室,2014-10-23,已失效,地方政府规章及文件
'宜宾市人民政府关于进一步加快民营经济产业转型创新发展的意见',宜宾市人民政府,2014-10-20,现行有效,地方政府规章及文件
'宜宾市人民政府办公室关于印发《宜宾市产业园区发展总体规划(2013—2020年)》的通知',宜宾市人民政府办公室,2014-09-17,现行有效,地方政府规章及文件
'眉山市人民政府关于加快推进文化产业发展的意见',眉山市人民政府,2014-09-01,现行有效,地方政府规章及文件
'巴中市人民政府关于加快实施茶叶产业“双百”工程的意见',巴中市人民政府,2014-07-29,现行有效,地方政府规章及文件
'甘孜藏族自治州人民政府关于2014—2015年加快发展节能环保产业的实施意见',甘孜藏族自治州人民政府,2014-07-17,现行有效,地方政府规章及文件
'凉山州人民政府关于加快推进我州苦荞麦产业发展的意见',凉山彝族自治州人民政府,2014-07-11,现行有效,地方政府规章及文件
'关于印发《攀枝花市重点钒钛产业项目贷款贴息资金管理办法》的通知',攀枝花市人民政府办公室,2014-06-27,现行有效,地方政府规章及文件
'关于印发《攀枝花市钒钛产业发展基金运作方案》的通知',攀枝花市人民政府办公室,2014-06-27,现行有效,地方政府规章及文件
'关于印发攀枝花钒钛高新技术产业园区危险化学品安全生产重点工作攻坚方案的通知',攀枝花市人民政府办公室,2014-06-06,现行有效,地方政府规章及文件
'关于印发《攀枝花市2014年产业园区工作安排》的通知',攀枝花市人民政府办公室,2014-05-21,现行有效,地方政府规章及文件
'巴中市人民政府办公室关于加快发展现代水产业的意见',巴中市人民政府办公室,2014-05-20,现行有效,地方政府规章及文件
'眉山市人民政府办公室关于印发眉山市市级文化产业发展专项资金管理暂行办法的通知',眉山市人民政府办公室,2014-05-08,已失效,地方政府规章及文件
'蒲江县人民政府关于印发促进三次产业转型升级相关意见的通知',成都市蒲江县人民政府,2014-04-22,已失效,地方政府规章及文件
'宜宾市人民政府关于加快蔬菜产业发展的意见',宜宾市人民政府,2014-03-06,现行有效,地方政府规章及文件
'雅安市人民政府办公室关于印发《雅安市“4·20”芦山强烈地震产业重建生态文化旅游发展基金使用管理办法》的通知',雅安市人民政府办公室,2014,现行有效,地方政府规章及文件
'眉山市人民政府办公室关于发展手工产业促进妇女居家灵活就业的意见',眉山市人民政府办公室,2013-12-31,现行有效,地方政府规章及文件
'南充市人民政府办公室关于加快丘区林业产业强市建设的意见',南充市人民政府办公室,2013-09-30,现行有效,地方政府规章及文件
'南充市人民政府办公室关于印发《南充市2013—2017年战略性新兴产业发展规划》的通知',南充市人民政府办公室,2013-09-17,现行有效,地方政府规章及文件
'广安市人民政府办公室关于开展家禽产业政策性保险试点工作的意见',广安市人民政府办公室,2013-07-29,现行有效,地方政府规章及文件
'南充市人民政府办公室关于振兴工艺美术产业发展的意见',南充市人民政府办公室,2013-06-20,现行有效,地方政府规章及文件
'德阳市人民政府办公室批转市科知局等部门《关于加强德阳战略性新兴产业知识产权工作意见》的通知',德阳市人民政府办公室,2013-04-27,现行有效,地方政府规章及文件
'甘孜藏族自治州人民政府关于印发甘孜州加快发展特色文化产业实施方案的通知',甘孜藏族自治州人民政府,2013-04-23,现行有效,地方政府规章及文件
'甘孜藏族自治州人民政府印发甘孜州加快发展中藏医药产业实施方案的通知',甘孜藏族自治州人民政府,2013-04-19,现行有效,地方政府规章及文件
'德阳市人民政府关于加快推进文化产业发展的意见',德阳市人民政府,2013-03-20,现行有效,地方政府规章及文件
'凉山州人民政府关于抓好2013年马铃薯产业发展的意见',凉山彝族自治州人民政府,2013-02-25,现行有效,地方政府规章及文件
'宜宾市人民政府办公室关于印发《宜宾市白酒产业“十二五”发展规划》的通知',宜宾市人民政府办公室,2013-02-04,现行有效,地方政府规章及文件
