'关于印发《上海服务外包产业重点发展领域指导目录(2015年版)》的通知',上海市商务委员会,2015-10-16,现行有效,地方政府规章及文件
'上海市人民政府关于贯彻《国务院关于加快发展生产性服务业促进产业结构调整升级的指导意见》的实施意见',上海市人民政府,2015-07-09,已失效,地方政府规章及文件
'上海市人民政府关于加快发展体育产业促进体育消费的实施意见',上海市人民政府,2015-07-01,已失效,地方政府规章及文件
'上海市财政局、上海市国家税务局、上海市地方税务局、上海市发展和改革委员会、上海市经济和信息化委员会关于转发《财政部、国家税务总局、发展改革委、工业和信息化部关于进一步鼓励集成电路产业发展企业所得税政策的通知》的通知',上海市财政局;上海市国家税务局;上海市地方税务局;上海市发展和改革委员会;上海市经济和信息化委员会,2015-06-05,现行有效,地方政府规章及文件
'上海市徐汇区人民政府关于延长《上海市徐汇区人民政府关于印发<徐汇区关于加快推进文化创意产业发展的扶持意见(试行)>的通知》有效期的通知',上海市徐汇区人民政府,2015-03-30,现行有效,地方政府规章及文件
'上海市产业结构调整协调推进联席会议办公室关于印发《上海市2015年产业结构调整重点工作安排》的通知',上海市产业结构调整协调推进联席会议办公室,2015-03-30,现行有效,地方政府规章及文件
'上海市经济信息化委关于印发《上海市产业园区创业服务体系建设导则(2015版)》的通知',上海市经济和信息化委员会,2015-03-16,现行有效,地方政府规章及文件
'上海市经济信息化委、市财政局关于印发《上海市产业转型升级发展专项资金管理办法》的通知',上海市经济和信息化委员会;上海市财政局,2015-02-26,已失效,地方政府规章及文件
'上海市人民政府关于贯彻《国务院关于推进文化创意和设计服务与相关产业融合发展的若干意见》的实施意见',上海市人民政府,2015-01-09,已失效,地方政府规章及文件
'市商务委、市发展改革委、市质量技监局、上海钻石办印发《关于促进本市钻石珠宝与贵金属首饰产业发展的指导意见》的函',上海市商务委员会;上海市发展和改革委员会;上海市质量技术监督局;上海钻石交易联合管理办公室,2014-11-13,现行有效,地方政府规章及文件
'上海市经济信息化委关于印发《关于上海加快发展和应用机器人促进产业转型提质增效的实施意见》的通知',上海市经济和信息化委员会,2014-11-10,现行有效,地方政府规章及文件
'上海市经济信息化委关于印发《上海市工艺美术产业发展三年行动计划(2014-2016年)》的通知',上海市经济和信息化委员会,2014-09-13,现行有效,地方政府规章及文件
'上海市人民政府办公厅转发市发展改革委、市科委制订的《关于促进上海生物医药产业发展的若干政策(2014版)》的通知',上海市人民政府办公厅,2014-08-19,现行有效,地方政府规章及文件
'关于继续试行《关于优化民防行政审批流程支持本市产业园区加快建设的政策意见(试行)》的通知',上海市民防办公室,2014-08-07,现行有效,地方政府规章及文件
'上海市人民政府印发关于促进本市互联网金融产业健康发展若干意见的通知',上海市人民政府,2014-08-04,现行有效,地方政府规章及文件
'关于印发《向上海张江高新技术产业开发区各分园下放上海市高新技术成果转化项目认定行政审批权限试点的实施细则》的通知',上海市科学技术委员会,2014-07-23,已失效,地方政府规章及文件
'上海市人民政府办公厅转发市质量技监局等五部门《关于促进本市检验检测产业发展指导意见》的通知',上海市人民政府办公厅,2014-05-30,现行有效,地方政府规章及文件
'关于印发《向上海张江高新技术产业开发区各分园下放技术先进型服务企业认定行政审批权限试点的实施细则》的通知',上海市科学技术委员会,2014-04-16,已失效,地方政府规章及文件
'关于印发《向上海张江高新技术产业开发区各分园下放高新技术企业认定行政审批权限试点的实施细则》的通知',上海市科学技术委员会,2014-04-14,已失效,地方政府规章及文件
'上海市地方税务局关于修改软件产业和集成电路产业企业所得税优惠事项管理规程的通知',上海市地方税务局,2014-03-17,现行有效,地方政府规章及文件
'上海市人民政府办公厅关于印发《上海市2014年产业结构调整重点工作安排》的通知',上海市人民政府办公厅,2014-03-07,现行有效,地方政府规章及文件
'上海市人民政府办公厅关于转发市发展改革委等三部门制订的《上海市促进产业结构调整差别电价实施管理办法》的通知',上海市人民政府办公厅,2014-02-24,现行有效,地方政府规章及文件
'上海市财政局、上海市国家税务局、上海市地方税务局关于转发《财政部、国家税务总局关于动漫产业增值税和营业税政策的通知》的通知',上海市财政局;上海市国家税务局;上海市地方税务局,2014-01-22,现行有效,地方政府规章及文件
'上海市人民政府办公厅关于转发市科委、市发展改革委制订的《上海市生物医药产业发展行动计划(2014-2017年)》的通知',上海市人民政府办公厅,2014-01-17,现行有效,地方政府规章及文件
'上海市人民政府办公厅印发上海市贯彻《国务院关于促进光伏产业健康发展的若干意见》实施方案的通知',上海市人民政府办公厅,2013-11-22,现行有效,地方政府规章及文件
'上海市经济信息化委关于印发《上海市产业园区企业服务导则(2013版)》的通知',上海市经济和信息化委员会,2013-06-14,现行有效,地方政府规章及文件
'上海市人民政府办公厅转发市张江高新区管委会等十一部门《关于开展向上海张江高新技术产业开发区各分园下放行政审批权限试点实施意见》的通知',上海市人民政府办公厅,2013-06-08,现行有效,地方政府规章及文件
'上海市人民政府关于印发《上海市2013年产业结构调整重点工作安排》的通知',上海市人民政府,2013-04-08,现行有效,地方政府规章及文件
'上海市人民政府关于深化流通体制改革加快流通产业发展的实施意见',上海市人民政府,2013-04-08,现行有效,地方政府规章及文件
'上海市环境保护局关于印发《上海市重点产业园区空气污染自动监控系统管理若干规定》的通知',上海市环境保护局,2013-03-28,已失效,地方政府规章及文件
'上海市经济信息化委、市财政局关于印发《上海市软件和集成电路产业发展专项资金管理办法》的通知',上海市经济和信息化委员会;上海市财政局,2012-12-28,已失效,地方政府规章及文件
'上海市经济信息化委关于印发《上海市节能环保产业发展“十二五”规划》的通知',上海市经济和信息化委员会,2012-12-24,现行有效,地方政府规章及文件
'上海市经济信息化委、市发展改革委、市规划国土资源局、市统计局关于印发《上海产业用地指南(2012版)》的通知',上海市经济和信息化委员会;上海市发展和改革委员会;上海市规划和国土资源管理局;上海市统计局,2012-12-19,现行有效,地方政府规章及文件
'普陀区人民政府关于印发《普陀区关于落实产业项目行政审批流程优化实施方案》的通知',上海市普陀区人民政府,2012-12-17,已失效,地方政府规章及文件
'上海市发展改革委关于印发《上海市电力、热力生产业温室气体排放核算与报告方法(试行)》的通知',上海市发展和改革委员会,2012-12-13,现行有效,地方政府规章及文件
'上海市发展改革委关于印发《上海市旅游饭店、商场、房地产业及金融业办公建筑温室气体排放核算与报告方法(试行)》的通知',上海市发展和改革委员会,2012-12-12,现行有效,地方政府规章及文件
'上海市人民政府办公厅关于印发上海市张江高新技术产业开发区管理委员会主要职责内设机构和人员编制规定的通知',上海市人民政府办公厅,2012-12-10,现行有效,地方政府规章及文件
'关于印发《上海市战略性新兴产业发展专项资金高技术服务业专项工程实施管理细则》的通知',上海市发展和改革委员会;上海市财政局,2012-11-29,现行有效,地方政府规章及文件
'上海市人民政府办公厅关于转发市商务委等三部门制订的《上海市促进服务外包产业发展专项资金使用和管理办法》的通知',上海市人民政府办公厅,2012-11-23,现行有效,地方政府规章及文件
'上海市经济信息化委关于印发《上海市新能源产业发展“十二五”规划》的通知',上海市经济和信息化委员会,2012-11-16,现行有效,地方政府规章及文件
'关于印发《上海市民用航空发动机产业中长期发展规划(2012-2030年)》的通知',上海市发展和改革委员会;上海市经济和信息化委员会;上海市科学技术委员会,2012-11-06,现行有效,地方政府规章及文件
'关于印发《上海市战略性新兴产业发展专项资金--电子商务与新型贸易现代化专项工程实施管理细则》的通知',上海市发展和改革委员会;上海市商务委员会;上海市财政局,2012-09-26,现行有效,地方政府规章及文件
'上海市经济信息化委关于印发《上海市船舶与海洋工程装备产业“十二五”发展规划》的通知',上海市经济和信息化委员会,2012-09-04,现行有效,地方政府规章及文件
'上海市经济信息化委关于强化企业主体地位实施产业技术创新工程的意见',上海市经济和信息化委员会,2012-08-29,现行有效,地方政府规章及文件
'上海市经济信息化委关于印发《上海市产业技术创新“十二五”发展规划》的通知',上海市经济和信息化委员会,2012-08-27,现行有效,地方政府规章及文件
'上海市经济信息化委关于印发《上海推进移动互联网产业发展2012—2015年行动计划》的通知',上海市经济和信息化委员会,2012-08-20,现行有效,地方政府规章及文件
'上海市人民政府关于批转市发展改革委、市财政局制订的《上海市战略性新兴产业发展专项资金管理办法》的通知',上海市人民政府,2012-08-04,现行有效,地方政府规章及文件
'上海市经济信息化委关于印发《上海市新材料产业“十二五”发展规划》的通知',上海市经济和信息化委员会,2012-07-30,现行有效,地方政府规章及文件
'上海市经济信息化委关于印发《上海市民用航空产业“十二五”发展规划》的通知',上海市经济和信息化委员会,2012-06-25,现行有效,地方政府规章及文件
'上海市财政局、上海市国家税务局、上海市地方税务局关于转发《财政部、国家税务总局关于进一步鼓励软件产业和集成电路产业发展企业所得税政策的通知》的通知',上海市财政局;上海市国家税务局;上海市地方税务局,2012-05-29,现行有效,地方政府规章及文件
'上海市财政局、上海市国家税务局关于转发《财政部、海关总署、国家税务总局关于进一步扶持新型显示器件产业发展有关税收优惠政策的通知》的通知',上海市财政局;上海市国家税务局,2012-05-25,现行有效,地方政府规章及文件
'上海市经济信息化委关于印发《上海市产业和信息化法治建设“十二五”规划》的通知',上海市经济和信息化委员会,2012-05-20,现行有效,地方政府规章及文件
'上海市人民政府关于印发《上海市体育事业与体育产业发展“十二五”规划》的通知',上海市人民政府,2012-04-23,现行有效,地方政府规章及文件
'上海市人民政府办公厅关于加快发展体育产业的实施意见',上海市人民政府办公厅,2012-04-20,已失效,地方政府规章及文件
'上海市杨浦区人民政府办公室关于转发区发改委制订的《杨浦区产业发展专项资金项目申报和服务平台实施意见(试行)》的通知',上海市杨浦区人民政府办公室,2012-04-11,现行有效,地方政府规章及文件
'关于印发《浦东新区促进高新技术产业发展财政扶持办法实施细则》的通知',上海市浦东新区经济和信息化委员会;上海市浦东新区科学技术委员会;上海市浦东新区财政局,2012-04-01,现行有效,地方政府规章及文件
'上海市人民政府印发《关于本市进一步鼓励软件产业和集成电路产业发展的若干政策》的通知',上海市人民政府,2012-03-15,已失效,地方政府规章及文件
'上海市财政局、上海市国家税务局、上海市地方税务局关于转发《财政部、国家税务总局关于扶持动漫产业发展增值税营业税政策的通知》的通知',上海市财政局;上海市国家税务局;上海市地方税务局,2012-02-29,现行有效,地方政府规章及文件
'上海市杨浦区人民政府关于印发上海市杨浦区产业发展“十二五”规划的通知',上海市杨浦区人民政府,2012-02-20,现行有效,地方政府规章及文件
'上海市经济信息化委关于印发《上海市新材料产业重点发展目录(2012版)》的通知',上海市经济和信息化委员会,2012-02-20,现行有效,地方政府规章及文件
'上海市经济信息化委关于印发《推进战略性新兴产业发展2011年工作总结和2012年工作要点》的通知',上海市经济和信息化委员会,2012-02-13,现行有效,地方政府规章及文件
'上海市青浦区人民政府办公室关于转发《青浦区科技产业与自主创新“十二五”规划》的通知',上海市青浦区人民政府办公室,2012-02-11,现行有效,地方政府规章及文件
'上海市徐汇区人民政府关于印发《徐汇区产业发展和科技创新“十二五”规划》的通知',上海市徐汇区人民政府,2012-01-31,现行有效,地方政府规章及文件
'关于印发《长宁区产业发展引导基金管理试行办法(修订稿)》的通知',上海市长宁区金融服务办公室;上海市长宁区商务委员会;上海市长宁区科学技术委员会;上海市长宁区财政局;上海市长宁区工商业联合会,2012-01-06,已失效,地方政府规章及文件
'上海市人民政府关于印发上海市战略性新兴产业发展“十二五”规划的通知',上海市人民政府,2012-01-04,现行有效,地方政府规章及文件
'关于印发《上海市自主创新和高新技术产业发展重大项目评估管理办法》的通知',上海市发展和改革委员会;上海市财政局;上海市经济和信息化委员会;上海市科学技术委员会,2011-12-28,现行有效,地方政府规章及文件
'关于印发《浦东新区“十二五”现代农业发展规划——畜牧水产业实施意见》的通知',上海市浦东新区农业委员会,2011-12-10,现行有效,地方政府规章及文件
'浦东新区人民政府关于印发浦东新区促进高新技术产业发展财政扶持办法的通知',上海市浦东新区人民政府,2011-12-02,现行有效,地方政府规章及文件
'上海市青浦区人民政府办公室关于转发《青浦区产业结构调整专项补助办法》的通知',上海市青浦区人民政府办公室,2011-11-14,现行有效,地方政府规章及文件
'上海市发展改革委关于宝山区建设上海国家高技术服务产业重点培育培育园区的批复',上海市发展和改革委员会,2011-11-08,现行有效,地方政府规章及文件
'上海市发展改革委关于杨浦区建设上海国家高技术服务产业园区的批复',上海市发展和改革委员会,2011-11-08,现行有效,地方政府规章及文件
'上海市发展改革委关于闵行区建设上海国家高技术服务产业园区的批复',上海市发展和改革委员会,2011-11-08,现行有效,地方政府规章及文件
'上海市发展改革委关于长宁区建设上海国家高技术服务产业园区的批复',上海市发展和改革委员会,2011-11-08,现行有效,地方政府规章及文件
'上海市发展改革委关于嘉定区建设上海国家高技术服务产业园区的批复',上海市发展和改革委员会,2011-11-08,现行有效,地方政府规章及文件
'上海市发展改革委关于青浦区建设上海国家高技术服务产业重点培育园区的批复',上海市发展和改革委员会,2011-11-08,现行有效,地方政府规章及文件
'上海市发展改革委关于松江区建设上海国家高技术服务产业重点培育园区的批复',上海市发展和改革委员会,2011-11-08,现行有效,地方政府规章及文件
'上海市发展改革委关于徐汇区建设上海国家高技术服务产业园区的批复',上海市发展和改革委员会,2011-11-07,现行有效,地方政府规章及文件
'上海市人民政府办公厅转发市经济信息化委等四部门制订的《关于推进上海规划产业区块外产业结构调整转型的指导意见》的通知',上海市人民政府办公厅,2011-10-18,现行有效,地方政府规章及文件
'上海市发展改革委关于印发《上海市国家高技术产业发展项目验收管理办法》的通知',上海市发展和改革委员会,2011-09-06,现行有效,地方政府规章及文件
'上海市青浦区人民政府办公室转发区经委关于《青浦区现代服务业产业园创建办法(试行)》的通知',上海市青浦区人民政府办公室,2011-08-25,现行有效,地方政府规章及文件
'上海市人民政府办公厅转发市建设交通委等七部门《关于“十二五”期间本市加快推进住宅产业现代化发展节能省地型住宅指导意见》的通知',上海市人民政府办公厅,2011-08-22,现行有效,地方政府规章及文件
'关于印发《浦东新区促进服务外包产业发展三年行动计划(2011-2013年)》的通知',上海市浦东新区商务委员会,2011-07-26,现行有效,地方政府规章及文件
'关于公布《上海动漫游戏产业发展扶持奖励办法（2011年版）》的通知',上海市文化广播影视管理局,2011-07-18,现行有效,地方政府规章及文件
'浦东新区商务委关于印发《上海市浦东新区创意产业园区认定及管理办法(试行)》的通知',上海市浦东新区商务委员会,2011-07-18,已失效,地方政府规章及文件
'上海市徐汇区人民政府关于印发《徐汇区关于加快推进高新技术产业发展的扶持意见(试行)》的通知',上海市徐汇区人民政府,2011-06-16,现行有效,地方政府规章及文件
'上海市人民政府办公厅印发关于促进上海电影产业繁荣发展实施意见的通知',上海市人民政府办公厅,2011-04-02,现行有效,地方政府规章及文件
'上海市人民政府办公厅印发关于促进本市数字出版产业发展若干意见的通知',上海市人民政府办公厅,2011-03-25,现行有效,地方政府规章及文件
'上海市财政局、上海市国家税务局、上海市地方税务局关于转发《财政部、国家税务总局关于促进节能服务产业发展增值税营业税和企业所得税政策问题的通知》的通知',上海市财政局;上海市国家税务局;上海市地方税务局,2011-03-23,现行有效,地方政府规章及文件
'上海市人民政府办公厅转发市金融办等四部门《关于促进本市第三方支付产业发展若干意见》的通知',上海市人民政府办公厅,2011-03-02,现行有效,地方政府规章及文件
'上海市嘉定区人民政府办公室关于转发区经委《2011年二、三产业主要经济指标指导性计划》的通知',上海市嘉定区人民政府办公室,2011-01-20,现行有效,地方政府规章及文件
'关于印发《上海市地方特色产业中小企业发展资金管理操作办法》的通知',上海市财政局;上海市经济和信息化委员会,2010-09-28,现行有效,地方政府规章及文件
'关于发布《上海动漫游戏产业发展扶持奖励办法（2010年版）》的公告',上海市文化广播影视管理局,2010-09-07,现行有效,地方政府规章及文件
'上海市教育委员会关于转发《教育部关于公布同意设置的高等学校战略性新兴产业相关本科新专业名单的通知》的通知',上海市教育委员会,2010-08-17,现行有效,地方政府规章及文件
'上海市经济信息化委关于印发《上海推进云计算产业发展行动方案(2010—2012年)》的通知',上海市经济和信息化委员会,2010-07-21,现行有效,地方政府规章及文件
'关于印发《现代农业产业技术体系（上海）创新团队管理办法（试行）》的通知',上海市农业委员会,2010-06-25,现行有效,地方政府规章及文件
'关于印发《现代农业产业技术体系（上海）建设实施方案》的通知',上海市农业委员会;上海市财政局,2010-06-07,已失效,地方政府规章及文件
'上海市人民政府办公厅关于转发市经济信息化委等四部门制订的《上海市产业结构调整专项补助办法》的通知',上海市人民政府办公厅,2010-06-05,现行有效,地方政府规章及文件
'上海市临港产业区管理办法',上海市人民政府,2010-06-01,现行有效,地方政府规章及文件
'上海市人民政府办公厅转发市发展改革委等六部门《关于本市贯彻国务院办公厅通知精神加快推行合同能源管理促进节能服务产业发展实施意见》的通知',上海市人民政府办公厅,2010-05-26,现行有效,地方政府规章及文件
'上海市经济信息化委关于印发《上海推进智能电网产业发展行动方案(2010—2012年)》的通知',上海市经济和信息化委员会,2010-04-22,现行有效,地方政府规章及文件
'上海市经济信息化委关于印发《上海推进物联网产业发展行动方案（2010—2012年）》的通知',上海市经济和信息化委员会,2010-04-19,现行有效,地方政府规章及文件
